ID,Title,GrantType,ImageURL,Grantee0Name,Grantee0Inst,Grantee1Name,Grantee1Inst,Grantee2Name,Grantee2Inst,GrantYear,GrantMentor,GrantArea0,GrantArea1,GrantArea2,GrantAmount,Content0Header,Content0Content,Content1Header,Content1Content,Content2Header,Content2Content
11576,Early Life Adversity and Suicide: Characterization of Cerebral White Matter Alterations,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/11/Mechawar-Naguib-2015.jpg,"Naguib Mechawar, Ph.D.","McGill University, Douglas Institute (Canada)",NULL,NULL,NULL,NULL,2016,NULL,"Neurobiological Studies","Genetic Studies",NULL,100000,Inside the Research,"<strong>Question:</strong> Does early life adversity affect white matter development in the brain in a way that increases suicide risk?</span></p>
 </span><span class=""s1""><strong>Strategy:</strong> Compare white matter in the brains of people with depression who died of suicide with and without early adversity with psychiatric controls who died of other causes.</span></p>
 </span><span class=""s1""><strong>Impact:</strong> Identification of potential brain targets for suicide prevention.</span></p>",NULL,NULL,NULL,NULL
29572,Effect of Electroconvulsive Therapy on Suicide Attempts in Geriatrics Patients with Depression,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2018/11/Wilkinson-Samuel-2017.jpg,"Samuel Wilkinson, M.D.",Yale University,NULL,NULL,NULL,NULL,2018,"Mark Olfson, M.D., MPH, Columbia University","Clinical Treatment Studies",NULL,NULL,84706,Inside the Research,"<strong>Question: </strong>Does electroconvulsive therapy reduce suicide risk among elderly individuals with major depressive disorder?
<strong>Strategy: </strong>The Medicare database, available through the Research Data Assistance Center (ResDAC), will be used to investigate the effectiveness of electroconvulsive therapy (ECT) for reducing suicide attempts among older people. Geriatric patients with depression who received ECT are compared with matched group who did not receive ECT but are starting a third antidepressant trial. The contribution of personal and hospital factors will be considered.
<strong>Impact: </strong>Knowledge about the effectiveness of ECT to reduce suicidal behavior.",NULL,NULL,NULL,NULL
11578,Efficacy of Cognitive Bias Modification in Residential Treatment for Addiction,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/11/Quilty-Lena-2015.jpg,"Lena Quilty, Ph.D.",Center for Addiction and Mental Health (Canada),NULL,NULL,NULL,NULL,2016,NULL,"Clinical Treatment Studies",NULL,NULL,99654,Inside the Research,"<strong>Question:</strong> Will a computer-based intervention reduce suicidal ideation among individuals hospitalized for suicidal ideation and substance use disorders?</span></p>
<strong>Strategy:</strong> Individuals hospitalized for substance use and suicidal ideation receive one week of daily sessions with computer-based Cognitive Bias Modification for Interpretation biases (CBM-I).</span></p>
<strong>Impact:</strong> A computer-based intervention to reduce suicide risk after hospitalization.</span></p>",NULL,NULL,NULL,NULL
6393,Elucidating Inflammatory Markers of Suicidal Behavior in Depression and Bipolar Disorder,"Linked Standard Research Grant",http://afsp.org/wp-content/uploads/2016/04/Coryell-Evans-Wilcox-2014.jpg,"William Coryell, M.D.",University of Iowa,"Simon Evans, Ph.D.",University of Michigan,"Holly Wilcox, Ph.D.",Johns Hopkins University,2014,NULL,"Genetic Studies",NULL,NULL,224689,Inside the Research,"<strong>Bios: </strong>Dr. Coryell received his medical degree from the Medical College of Georgia in 1973. He is currently the George Winokur Professor of Psychiatry at the University of Iowa College of Medicine.
Dr. Evans received his Ph.D. in molecular biology from Oregon State University in 1999. He is currently Assistant Research Professor in the Department of Psychiatry at the University of Michigan.
Dr. Wilcox received her Ph.D. in Psychiatric Epidemiology from Johns Hopkins University in 2003. She is currently an Associate Professor at the Johns Hopkins School of Medicine and School of Public Health.
<strong>Grant Category:</strong> Neurobiological studies
<strong>Abstract:</strong> Infection with toxoplasmosis is a lifelong condition that compromises a person’s immune system, and manifests with flu-like symptoms. This condition is prevalent worldwide, and is caused by a parasite. It has been shown to have correlations with suicide and suicide attempts. Most people who have a major depressive disorder have higher levels of inflammatory markers. Dr. Coryell, Dr. Evans, and Dr. Wilcox’s study will examine how the body’s inflammatory process (cytokines) plays a role in suicidal behavior in depressed individuals. Their study will include 300 participants age 18 and older with a current or past clinical diagnosis of major depressive disorder. The participants will be assigned to one of two groups: Those in the suicide attempt history group will have a have at least two suicide attempts, one of which has occurred in the preceding year; the non-suicide attempt group will have no previous suicidal behaviors. Participants will be assessed at baseline, 6 months, and 12 months. Participants will be given a score 1 through 6 to represent the number of depressive symptoms active in a given week. They will also have their blood drawn and analyzed for toxoplasma, and cytokine concentrations will be determined.  The presence and relevance of antibodies to toxoplasmosis as a reflection of the body’s immune response will be studied in relation to suicidal behavior in people with depression.
<strong>Impact:</strong> Greater understanding of the role of immune function in suicidal behavior and biological measures for improved ability to determine personalized treatments for suicide prevention.",NULL,NULL,NULL,NULL
152925,Elucidating the Polygenic Architecture Underlying Suicidal Thoughts and Behaviors,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2019/11/Johnson-Emma-2018.jpg,"Emma Johnson, Ph.D. ",Washington University School of Medicine,NULL,NULL,NULL,NULL,2018,"Arpana Agrawal, Ph.D. ","Genetic Studies",NULL,NULL,68761,Grant Information,"Genes play a role in suicide, though it is not the whole story and there are many contributors. Understanding how genes combine to explain suicidal ideation, suicide attempts, and death by suicide, especially in combination with genes related to depression, risk-taking, cognitive function, and individual and family alcohol use, will help deepen our understanding of the paths to suicidal behavior and possible interventions.",NULL,NULL,NULL,NULL
2561,Emotion Dysregulation as a Potential Mechanism of the Relation between Anxiety and Suicide Attempts,"Young Investigator Grant",NULL,"Shari Jager-Hyman, Ph.D.",University of Pennsylvania School of Medicine,NULL,NULL,NULL,NULL,2013,"Gregory Brown, Ph.D., University of Pennsylvania School of Medicine","Psychosocial Studies","Clinical Treatment Studies",NULL,85000,Inside the Research,"<strong>Bio:</strong> Dr. Jager-Hyman received her doctorate from Temple University in 2012. She is currently an NRSA "Postdoctoral Research Fellowship Fellow at the University of Pennsylvania School of Medicine.
<strong>Research Categories:</strong> Psychosocial studies; clinical trial studies
<strong>Abstract: </strong>Anxiety has been found to be related to suicide attempt risk. Emotion dysregulation, which refers to maladaptive ways of dealing with one’s emotions, is a common symptom of a person who has anxiety. Dr. Jager-Hyman’s study seeks to advance our understanding of the relationship between anxiety and suicide attempts, especially in patients who visit the psychiatric emergency department (ED). This study will also take a look at the association between emotion dysregulation and suicidal risk. The sample will consist of 50 participants visiting an ED following a suicide attempt in the previous 48 hours and 50 people presenting to the ED for psychiatric concerns in the absence of a suicide attempt. Participants will complete a clinical interview assessing history of suicidal thoughts and behaviors, along with self-report measures assessing anxiety and depression. Also, the <em>Difficulties in Emotion Regulation Scale, </em>a computer-based behavioral measure of emotion dysregulation, will be used. Findings from this study will help to further explain the association between anxiety and suicide attempts with an emphasis on those who are seen in emergency departments.
<strong>Impact: </strong>This study has potential to find a process that explains the anxiety-suicide attempt relationship, which will enable providers to tailor prevention and intervention efforts to address emotion regulation deficits.",NULL,NULL,NULL,NULL
18640,Enhancing Suicide Prevention in the National Guard: Do Current Programs Match Unit Needs?,pilot,http://afsp.org/wp-content/uploads/2017/10/Lento-Rene-2016.jpg,"Rene Lento, Ph.D.",Massachusetts General Hospital,NULL,NULL,NULL,NULL,2017,NULL,"Community Intervention Studies",NULL,NULL,29295,Inside the Research,"<strong>Question: </strong>What is the rate of suicide-related behavior in the National Guard and are gatekeeper trainings effective?
<strong>Strategy: </strong>Data from 92 Massachusetts National Guard units will be evaluated for suicidal thoughts and behavior and contributors. Gatekeeper training will be evaluated.
<strong>Impact: </strong>Knowledge of suicidal ideation and behavior in the National Guard for program development.",NULL,NULL,NULL,NULL
3621,Epidemiology of Suicidal Trajectories in Youth Transitioning to Adulthood,distinguished,http://afsp.org/wp-content/uploads/2016/01/Thompson-Martie-2013.jpg,"Martie Thompson, Ph.D.",Clemson University,NULL,NULL,NULL,NULL,2014,NULL,"Psychosocial Studies",NULL,NULL,98331,Inside the Research,"<strong>Bio:</strong> Dr. Thompson received her Ph.D in Psychology from Georgia State University in 1995. She is currently Director of the Center for Research &amp; Collaborative Activities at Clemson University, where she is also a Research Professor in Public Health Sciences, Clemson University. Since 2009, she has also served as the Associate Editor of the <em>Journal of Family Psychology</em>.
<strong>Research Category:</strong> Psychosocial risk
<strong>Abstract: </strong>Suicide remains a leading cause of death for youth and yet little is known about how suicide risk changes over the course of emerging adulthood. Identifying risk factors that predict the maintenance of suicide risk as well as protective factors that predict decreasing risk in a nationally representative sample will allow for targeted interventions that can decrease fatal and nonfatal self-directed injuries.
In order to understand and better predict risk among developing youth we must better understand what maintains—or decreases—suicidal risk as youth transition into emerging adulthood. Dr. Thompson’s study will include 20,745 youth from the National Longitudinal Study of Adolescent Health data and will use restricted data to assess what puts youth  more at risk for suicidal ideation as they transition into adulthood, and also what protective factors decrease suicidal ideation. It is hypothesized that some youth initially at high risk will decrease in risk status as they mature, yet some youth will maintain high-risk status. The study will set out to examine whether certain intrapersonal, social/situational, and cultural/environmental risk and protective factors can be used to predict individuals’ likely trajectory, thereby providing a basis for targeted prevention programming. Youth will be between the ages of 12-17 years at Time 1 and between the ages of 25-32 years at Time 4. State-of-the-art statistical procedures for testing the study aims will entail latent growth mixture modeling and multinomial logistic regression analysis. The study will help to identify risk factors that predict maintenance of suicide risk and protective factors that predict reduction in risk as youth transition into adulthood.
<strong>Impact:</strong> Prediction of youths’ likely suicide risk trajectory will inform programming for prevention efforts.",Research Connection,"<a href=""https://afsp.org/suicide-risk-change-childhood-young-adulthood/"">Click here</a> to read Dr. Thompson's Research Connection.",NULL,NULL
6394,Epigenetic Regulation of the Amygdala by Child Abuse and Suicide,"Postdoctoral Research Fellowship,http://afsp.org/wp-content/uploads/2016/04/Photo-PE-Lutz_AFSP.jpg,"Pierre-Eric Lutz, M.D., Ph.D.",McGill University,NULL,NULL,NULL,NULL,2014,"Gustavo Turecki, M.D., Ph.D., McGill University","Genetic Studies",NULL,NULL,104000,Inside the Research,"<strong> Question:</strong> Does gene function in the amygdala explain how child abuse can trigger suicide?
<strong>Strategy:</strong> Characterize genetic expression in the amygdala and blood of people with histories of aggression and severe child abuse who died by suicide and nonpsychiatric controls.
<strong>Impact:</strong> Identify pathways genetically induced by child abuse and propose avenues for intervention.",NULL,NULL,NULL,NULL
29556,Establishing Efficacy of an Inpatient Intervention and Phone App to Reduce Suicide Risk,"Focus Grant",http://afsp.org/wp-content/uploads/2018/11/Kennard-Brent-2018.jpg,"Beth Kennard, Psy.D.",University of Texas Southwestern Medical Center,"David Brent, M.D.",University of Pittsburgh Medical Center,NULL,NULL,2018,NULL,"Clinical Treatment Studies",NULL,NULL,1441029,Inside the Research,"<strong>Question: </strong>Will an inpatient intervention and phone app reduce suicide risk among adolescents transitioning to outpatient care?
<strong>Strategy:  </strong>This randomized clinical trial (RCT) conducted with 240 adolescents psychiatrically hospitalized with suicidal ideation and behavior will compare As Safe As Possible (ASAP), an intervention provided in the hospital focusing on emotion regulation and safety planning, and an emotion regulation/safety plan phone app (BRITE) with treatment as usual (TAU).
<strong>Impact: </strong>Reduced suicide risk during the transition out of the hospital.",NULL,NULL,NULL,NULL
152926,"Evaluation of Suicide Risk, Opioid, and Pain Screening Protocols in West Virginia Primary Care","Young Investigator Grant",http://afsp.org/wp-content/uploads/2019/11/LeCloux-Mary-2018.jpg,"Mary LeCloux, Ph.D. ",West Virginia University,NULL,NULL,NULL,NULL,2018,"John Campo, MD ","Psychosocial Studies",NULL,NULL,89276,Grant Information,"Most people visit their primary care physician at least once a year. This provides an opportunity to screen for suicide risk. The first step is to determine the best screening tool for suicidal ideation and behavior. The next step is to determine the added value of assessing for pain, opioid misuse, and other factors. Identifying individuals at risk is a first step in preventing suicide.",NULL,NULL,NULL,NULL
152929,Examining the Association between Social Cognitive Deficits and Suicidal Ideation in Eating Disorders,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2019/11/Pisetsky-Emily-2018.jpg,"Emily Pisetsky, Ph.D. ",University of Minnesota ,NULL,NULL,NULL,NULL,2018,"Scott Crow, M.D.  ","Psychosocial Studies",NULL,NULL,90000,Grant Information,"Social cognition, the way people process social information, may underlie the risk for suicide among people with eating disorders. Assessing women with eating disorders in terms of how they process facial communication and attribute others’ intention, as well as other factors associated with suicide and measuring suicidal ideation and behavior over the next year, may improve our understanding and capacity to help prevent suicidal behavior in this group with increased risk.",NULL,NULL,NULL,NULL
3622,Examining the Neurobiology of Suicidal Behavior in Adolescents,pilot,http://afsp.org/wp-content/uploads/2016/01/Glenn-Catherine-2013.jpg,"Catherine Glenn, Ph.D.",Harvard University,NULL,NULL,NULL,NULL,2014,NULL,"Neurobiological Studies","Psychosocial Studies",NULL,29840,Inside the Research,"<strong>Bio:</strong> Dr. Glenn received her Ph.D. in clinical psychology from Stony Brook University in 2012. She is currently a NIMH "Postdoctoral Research Fellowship Fellow at Harvard University.
<strong>Research Categories:</strong> Neurobiological - brain functioning, Psychosocial
<strong>Abstract: </strong>The rate of suicidal behavior begins to increase during adolescence and this may be related to developmental changes in neurobiology and brain function at that time. Key neurobiological changes take place during adolescence: the subcortical brain region matures early, which relates to a person’s reward-focused behavior, while prefrontal systems in the brain are also still developing, which relates to behavioral control. In short, adolescents have too much ‘acceleration’ in without fully functioning ‘brakes’ in behavior.  This neurobiological model can explain to risk-taking behavior in these adolescents with depression. To increase our understanding of the relationship between brain development and suicidal behavior, Dr. Glenn will assess 40 adolescent females with major depression who are aged 13-17 years old, half of whom will have mad suicide attempt within the last year and half who report no history of suicidal ideation or suicide attempts. Functional magnetic resonance imaging (fMRI) will be used to measure brain function during tasks related to risk-taking and behavioral inhibition and control.  In addition, self-report measures will be administered to assess suicidal ideation and behavior as well as impulsiveness. The goal is to gain understanding about adolescents who are suicidal and have difficulty weighing reactivity to reward when they need to restrain their behavior.
<strong>Impact:</strong> Understanding of the neurobiological that may underlie suicidal behavior specifically in adolescents.",NULL,NULL,NULL,NULL
6402,Exploring Shame as a Mechanism for Co-Occurring Substance Use and Suicide,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2016/04/Amy-Cameron-Pic-2013.jpg,"Amy Cameron, Ph.D.",Warren Alpert Medical School of Brown University,NULL,NULL,NULL,NULL,2014,"Ivan Miller, Ph.D., Warren Alpert Medical School of Brown University","Psychosocial Studies",NULL,NULL,85000,Inside the Research,"<strong> Question:</strong> What is the role of substance use-related shame in adult suicidal behavior?
<strong>Strategy:</strong> Manipulate the instruction for the implicit association to include control, accept with self-compassion, or no instruction, and test the association between shame and suicidal behavior.
<strong>Impact:</strong> Advance the development of interventions for people with substance use and suicidal behavior.",NULL,NULL,NULL,NULL
2472,Familial Risk for Suicide and Self-Injury: Testing Theories in Multigenerational Pedigrees,pilot,http://afsp.wpengine.com/wp-content/uploads/2016/01/Crowell-Sheila-2011.jpg,"Sheila Crowell, Ph.D.",University of Utah,NULL,NULL,NULL,NULL,2012,NULL,"Genetic Studies","Loss Survivor Studies",NULL,30000,Inside the Research,"<strong>Bio:</strong> Dr. Crowell received her doctorate from the University of Washington, Seattle, in 2009. She is currently an Assistant Professor at the Department of Psychology and an Adjunct Assistant Professor at the Department of Psychiatry at the University of Utah.
<strong>Research Categories:</strong> Population-level research on suicide, multi-generational pedigrees
<strong>Abstract:</strong> Completed suicide is relatively infrequent and large samples are needed for informative family genetic studies of suicide. Because of this, the first recommendation in the Institute of Medicine’s report on suicide was for the National Institutes of Health (NIH) to “develop and support a national network of suicide research Population Laboratories devoted to interdisciplinary research on suicide and suicide prevention across the life cycle."" The University of Utah houses the Utah Population Database (UPDB), a unique database that contains linked, de-identified medical, census, birth/death, marriage/divorce, driver’s license, and demographic records on over seven million individuals dating from 1750 to the present. The goal of this pilot study is to lay the foundation for a sustained research program of population-level suicide research. Dr. Crowell’s study has two primary aims: (1) to construct high risk family trees or pedigrees of families with multiple suicides, and (2) to examine the relative risk for suicide and intentional, non-fatal self-injury within those family trees in comparison with families without suicidal behavior. She hypothesizes that rates of suicide and self-injury will be elevated within high-risk pedigrees relative to case-matched controls. The establishment of this database will provide a national resource that can be linked with other public databases for studying suicide and suicidal behavior.
<strong>Impact:</strong>  To use the developed familial database to study and identify biological, psychological, and environmental factors related to suicide.",NULL,NULL,NULL,NULL
2422,Fatal Decisions: Behavioral Economic Study of Decision Pathways to Suicidal Behavior in the Second Half of Life,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/02/Szanto-Katalin-2010.jpg,"Katalin Szanto, M.D.","Western Psychiatric Institute, University of Pittsburgh",NULL,NULL,NULL,NULL,2011,NULL,"Psychosocial Studies",NULL,NULL,75000,Inside the Research,"<strong>Bio:</strong> Dr. Szanto received her medical degree in 1980 from Semmelweis Medical University in Hungary. She is currently an Associate Professor of Psychiatry at Western Psychiatric Institute and Clinic at the University of Pittsburgh. She has received NIMH funding and a past AFSP Young Investigator Grant.
<strong>Research Categories:</strong> Pathways to suicide, suicide attempts in older adults
<strong>Abstract: </strong>It is difficult to understand the thinking of someone who attempts or dies by suicide. Some people seem to act impulsively while others seem engaged in premeditated and deliberate suicidal behavior. Both types of thinking can be deadly. Dr. Szanto will investigate decision profiles associated with a predilection to deliberate (planned attempts with high medical lethality) versus impulsive (less premeditated attempts often causing less medical damage) suicide attempt. Decision-making abilities will be assessed at four complementary levels: 1) behavioral (decision-making in the laboratory); 2) cognitive (decision making problems); 3) self-report (of problem-solving, impulsivity, and interpersonal reactivity); and 4) real-life (history of poor decisions). The study will enroll and assess 90 individuals ages 40 to 60, including deliberate and impulsive suicide attempters, depressed individuals without suicide attempts, and non-psychiatric controls. Dr. Szanto hypothesizes that she will find an association between the type of attempt that was made and the pattern of performance and responses obtained on the decision-making measures. These varying patterns may help us to understand different pathways to suicide attempts.
<strong>Impact:</strong> To develop interventions that can be tailored to each person’s profile of decision-making strengths and impairments.",NULL,NULL,NULL,NULL
2481,"Feasibility and Efficacy of a DBT Skills ""App"" for Suicidal Individuals with BPD","Standard Research Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Rizvi-Shireen-2011.jpg,"Shireen Rizvi, Ph.D.",Rutgers University,NULL,NULL,NULL,NULL,2012,NULL,"Clinical Treatment Studies",NULL,NULL,72040,Inside the Research,"<strong>Bio:</strong> Dr. Rizvi received her doctorate from the University of Washington in 2004. She is currently the Director of the Dialectical Behavior Therapy Clinic at Rutgers University and an Assistant Professor in the Graduate School of Applied and Professional Psychology at Rutgers University.
<strong>Research Categories:</strong> Borderline personality disorder, dialectical behavior therapy and mobile technology for individuals with suicidal ideation or attempts
<strong>Abstract: </strong>Borderline Personality Disorder (BPD) is characterized by problems with emotional regulation and behavioral control frequently exhibited in the form of suicidal behaviors. Dialectical Behavior Therapy (DBT) is an effective treatment for BPD with co-occurring suicidal behaviors. The “DBT Coach” is a mobile technology application (app) that provides immediate, interactive coaching in DBT skills via smartphone to individuals when they need it. Dr. Rizvi is conducting a clinic-based study of the use of DBT Coach when integrated into a six-month standard outpatient DBT program for 15 individuals with BPD and chronic suicidal ideation and behavior. She is evaluating the safety, acceptability, and clinical outcomes of DBT Coach. Participants will be assessed at baseline, mid-treatment, post-treatment, and three month follow-up. She hypothesizes that individuals will report a decrease in distress and suicidal urges as a result of in vivo skills coaching by the DBT Coach, and that the frequency of use will be related to changes in suicidal behaviors, non-suicidal self-injurious behaviors, suicide ideation, urges to self-injure, depression, psychological distress, and treatment satisfaction. She suggests that the addition of the DBT Coach will have a positive effect on treatment by increasing the use of skills taught during individual and group therapies.
<strong>Impact:</strong> To develop treatments to reduce suicidal ideation and behavior among individuals with BPD.",NULL,NULL,NULL,NULL
2487,Feasibility of an Online Intervention for Population-Based Suicide,"Postdoctoral Research Fellowship,http://afsp.wpengine.com/wp-content/uploads/2016/01/Whiteside-Ursula-2011.jpg,"Ursula Whiteside, Ph.D.",Group Health Cooperative,NULL,NULL,NULL,NULL,2012,"Gregory Simon, M.D., M.P.H., Group Health Cooperative","Clinical Treatment Studies",NULL,NULL,98804,Inside the Research,"<strong>Bio:</strong> Dr. Whiteside received her doctorate from the University of Washington in 2010. She is currently a "Postdoctoral Research Fellowship Fellow at the Group Health Research Institute.
<strong>Research Categories:</strong> Behavioral intervention technology and dialectical behavior therapy to prevent suicide
<strong>Abstract: </strong>The goal of this fellowship project is to develop online treatment modules for three of the active ingredients in Dialectical Behavior Therapy (DBT): Mindfulness, Opposite Action, and Mindfulness of Current Emotion. Dr. Whiteside will use an online delivery model by email because this approach is suitable for the large numbers of at-risk patients identifiable in healthcare settings. Online delivery models are scalable and can be provided securely, inexpensively, and utilizing existing systems in healthcare. She will develop a brief online DBT skills intervention and will test it in patients, adapt it, and retest it across the training period with 30 patients. The intervention will supplement usual care among high-risk patients identified via depression scales collected at outpatient primary care and mental health visits. The intervention content will be drawn from research involving DBT skills interventions. The project will involve ongoing refinement of the interventions based on qualitative/formative feedback from patients and consultation with suicide intervention experts.
<strong>Impact:</strong> Large scale application of interventions to reduce suicidal ideation and behavior across the healthcare system.",Research Connection,"
<a href=""http://afsp.org/now-matters-now-online-suicide-prevention-intervention/"">Click here to read Dr. Whiteside's Research Connection.</a>",NULL,NULL
152918,"Feasibility, Acceptability, and Preliminary Efficacy of a Novel Personalized Mobile Intervention for Suicide","Standard Research Grant",http://afsp.org/wp-content/uploads/2019/11/Schatten-Heather-2018.jpg,"Heather Schatten, Ph.D. ",Butler Hospital/Warren Alpert Medical School of Brown University,NULL,NULL,NULL,NULL,2018,NULL,"Clinical Treatment Studies",NULL,NULL,97684,Grant Information,"Technology can be used to provide personalized suicide prevention interventions based on an individual’s reported thoughts and mood. Coping strategies and resources can be delivered in times of increased distress. If the Mobile Application to Prevent Suicide (MAPS) is found to be an effective tool, it is easy to distribute to young adults with recent suicidal ideation during care transitions and beyond.",NULL,NULL,NULL,NULL
2475,Functional Analyses of Differential DNA Methylation in Frontal Cortex of Suicide Completers,"Postdoctoral Research Fellowship,http://afsp.wpengine.com/wp-content/uploads/2016/01/Maussion-Gilles-2010.jpg,"Gilles Maussion, Ph.D.","Douglas Mental Health Institute, McGill University",NULL,NULL,NULL,NULL,2011,"Gustavo Turecki, M.D., Ph.D., Douglas Hospital, McGill University","Genetic Studies",NULL,NULL,88000,Inside the Research,"<strong>Bio:</strong> Dr. Maussion received his doctorate from University René Descartes PARIS V in France. He currently holds a "Postdoctoral Research Fellowship position at the McGill Group for Suicide Studies at McGill University in Montréal.
<strong>Research Categories:</strong> Genetics, epigenetics
<strong>Abstract: </strong>DNA methylation is the normal process through which genes are turned on or turned off during the early stages of development. Dr. Maussion will use his fellowship to study the methylation of a specific gene, the TrkB receptor, a gene that has been found to be related to suicide by his mentor, Dr. Turecki.  TrkB plays a critical role in the development of the nerves, synapses, and the messaging system of the brain.  In his study, Dr. Maussion will characterize the TrkB receptor gene DNA sequence in the frontal cortex of the brain by studying 40 men who had major depression and died by suicide and comparing them with a group of 40 men who did not have major depression and died of other causes. He will also examine the expression of the TrkB receptor gene in other parts of the brain in comparison with the frontal cortex.  He expects to find that variations in methylation impact the expression of TrkB and partially account for the lower levels found in suicide.
<strong>Impact:</strong> To clarify the mechanism that controls TrkB expression to better understand how gene expression relates to suicide.",NULL,NULL,NULL,NULL
6395,Functional Magnetic Resonance Imaging of Suicidal Ideation and Behavior in Adolescents,"Postdoctoral Research Fellowship,http://afsp.org/wp-content/uploads/2016/04/Ho-Tiffany-2013.jpeg,"Tiffany Ho, Ph.D.","University of California, San Francisco",NULL,NULL,NULL,NULL,2014,"Tony Yang, M.D., Ph.D., University of California, San Francisco","Neurobiological Studies",NULL,NULL,104000,Inside the Research,"<strong>Bio:</strong> Dr. Ho received her Ph.D. in experimental psychology from the University of California, San Diego, in 2012. She is currently a "Postdoctoral Research Fellowship scholar at the University of California, San Francisco, in the Department of Psychiatry.
<strong>Grant Categories</strong>: Neurobiological studies, brain functioning studies
<strong>Abstract</strong>: Major Depressive Disorder is one of the strongest psychological correlates with suicidal ideation and behavior, but not all depressed adolescents are suicidal. Therefore, it is critical to identify neurobiological factors that underlie suicidal behavior in depressed adolescents. Dr. Ho’s study will use functional magnetic resonance imaging (fMRI) and diffusion tensor imaging (DTI) techniques to assess the brain function and structure of 40 adolescents ages 13-17 with a diagnosis of major depression, comparing those with and without suicidal a previous suicide attempt. Her study will use the combination of neuroimaging techniques to determine if adolescents who have made a suicide attempt have brain structure and functioning that is different from adolescents who have never made a suicide attempt. All participants will undergo resting-state functional magnetic resonance imaging (fMRI) to assess functional connectivity patterns of brain networks, and diffusion tensor imaging (DTI) to assess structural connectivity via white matter microstructure.  The areas examined in the brain, the orbital frontal cortex and anterior cingulate cortex, have been found to be associated with impulsivity, emotion regulation, and suicidal ideation and behavior in adults across different psychiatric disorders.
<strong>Impact</strong>: Models of brain structure and function in adolescents with depression and suicidal behavior that could inform suicide assessment and prevention.",NULL,NULL,NULL,NULL
152921,GABA-related Mechanisms of Suicidality Reduction,"Standard Research Grant",http://afsp.org/wp-content/uploads/2019/11/Sibille-Etienne-2018.jpg,"Etienne Sibille, Ph.D. ","Centre for Addiction and Mental Health (Canada)	",NULL,NULL,NULL,NULL,2018,NULL,"Neurobiological Studies","Community Intervention Studies",NULL,100000,Grant Information,"When people are at risk for suicidal behavior, they often have difficulty thinking flexibly, and experience their options as limited. The neurotransmitter, or brain chemical, GABA, may play a role. This cognitive inflexibility can be modeled in animals, providing an opportunity to test various medication treatments. Learning about the impact of specific medications on cognitive inflexibility may reveal options for treating a person thinking of suicide.",NULL,NULL,NULL,NULL
18637,Genome-Wide Investigation of Suicide Ideation and Attempt in the Context of Substance Dependence,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2017/10/Polimanti-Renato-2016.jpg,"Renato Polimanti, Ph.D.",Yale University School of Medicine,NULL,NULL,NULL,NULL,2017,"Joel Gelernter, M.D., Yale University School of Medicine","Genetic Studies",NULL,NULL,85000,Inside the Research,"<strong>Question: </strong>What are the gene-by-environmental contributors to suicide-related behavior in people with substance dependence?
<strong>Strategy: </strong>Apply gene x environment genome-wide analysis to samples from 8,000 participants in genetic studies and 16,000 recruits from the Army STARRS study.
<strong>Impact: </strong>Uncovering of biological mechanisms of suicide-related behaviors and potential for intervention.",NULL,NULL,NULL,NULL
6404,Grief Process and Neural Circuitry in Families After a Suicide,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2016/04/Schneck-Noam-2013.jpg,"Noam Schneck, Ph.D.",Columbia University,NULL,NULL,NULL,NULL,2014,"J. John Mann, M.D., Columbia University","Neurobiological Studies",NULL,NULL,85000,Inside the Research,"<strong>Bio:</strong> Dr. Schneck received his Ph.D. in psychology from Fairleigh Dickinson University in 2014. He is currently a "Postdoctoral Research Fellowship fellow at Laboratory for Intelligent Imaging and Neural Computing at Columbia University.
<strong>Grant Categories:</strong> Psychosocial studies, assessment and risk studies
<strong>Abstract: </strong>Suicide related grief (SRG) is linked to heightened risks for future suicidal ideation and behavior and psychiatric complications. Processing grief is an important process after a loss. Avoidance in addressing the loss complicates necessary grief-related processing. In contrast, yearning for the bereaved allows for exposure to memories of the deceased and leads to acceptance of the loss. Furthermore, several theories of bereavement have suggested that rigidity in any type of grief style also confers risk for subsequent mental health problems. Dr. Schneck will use a functional magnetic resonance imaging (fMRI) task and measure yearning, avoidance, rigidity and acceptance in 30 people with suicide related grief as compared to 15 people with non-suicide related grief. He hypothesizes that the groups will differ in terms of yearning, avoidance, rigidity and acceptance and that neural markers will be related to changes that occur during the grief process. Participants will be assessed shortly after their loss and again six months later. In addition to assessing yearning, avoidance, rigidity and acceptance, an emotional Stroop Test and continuous memory induction task about their loved one will be administered to elicit these behaviors during each fMRI scan.
<strong>Impact: </strong>Increased understanding of suicide related grief leading to interventions to facilitate the grief process.",NULL,NULL,NULL,NULL
